snid,url,country
18310,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/uk/,United Kingdom
18312,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/de/,Germany
18314,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/nl/,Netherlands
18318,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/pt/,Portugal
18320,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/fr/,France
18598,veocleaner.com,United States
18613,www-df.glade.com,Canada
18618,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/hu/,Hungary
18625,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/es/,Spain
18627,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/cz/,Czech Republic
18629,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/hr/,Croatia
18634,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/befr/,Belgium
18636,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/benl/,Belgium
18639,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/it/,Italy
18643,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/se/,Sweden
18686,www.rocketmanfilm.it/,Italy
18688,ziploc-southafrica.com,Austria
18689,ziploc-southafrica.com,Canada
18690,www.lysoform.com.br,Austria
18691,www.lysoform.com.br,Canada
18694,demo.showtimes-static.s3-website-eu-west-1.amazonaws.com/paramountpictures/pet-sematary/fr/,France
18699,apps.paramountpictures.com/movie/rocketman/NeverOrdinary/intl/at/,Austria
18710,nestle.ru,Belgium
18777,nestle.si,Slovenia
18872,phidoan.com,United Kingdom
18882,www.crawl-lefilm.fr,France
18899,concursos.comedycentral.es,Spain
18941,dolcevitaitaliana.it,Italy
18942,zmrzlina-misa.sk,Slovakia
18971,hbpathtopurchase.ie,Ireland
18972,www.gameone.net/,France
18973,www.paramountchannel.fr/,France
18975,www.comedycentral.be/,Belgium
18998,www.starbucksathome.com/es,Spain
19001,www.starbucksathome.com/at,Austria
19011,www.starbucksathome.com/cz,Czech Republic
19012,www.starbucksathome.com/dk,Denmark
19043,perfwith.surf.co.uk,United Kingdom
19118,www.gabi.hu,Hungary
19161,www.bertolli.nl,Netherlands
19166,ahuk.staging.thomascook.io,United Kingdom
